"Time","Type","Expected Value","CVaR","Trading Cost","Maximum Value","Minimum Value","LQD","IEF","IAU","MDY","VDE","EZA","IDU","FXI","VDC","RWR","IYF","VO","IBB","EWM","VNQ"
"2012-10-03","risk_averse",1046745.19,1288.00,100.00,1060051.19,1033020.16,268462.51,142903.02,32740.80,33333.59,21965.54,41336.57,49933.76,108.99,96394.18,60881.50,49197.18,53440.59,83453.58,58835.76,51470.82
"2012-10-03","risk_neutral",1206079.76,20662.84,0.00,1416755.68,1042591.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1201303.63,0.00,0.00,0.00,0.00,0.00
"2012-10-31","risk_averse",1035913.22,1603.66,162.81,1050935.19,1018950.83,270094.37,142110.07,31314.02,33509.69,21527.09,10988.08,49552.97,117.08,156918.74,60467.23,17029.96,53044.25,76195.01,59700.41,51154.52
"2012-10-31","risk_neutral",1197216.55,21028.01,0.00,1398186.67,1012778.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1193129.23,0.00,0.00,0.00,0.00,0.00
"2012-11-28","risk_averse",1036587.66,1909.19,0.00,1052824.79,1017835.96,269344.60,143814.92,31520.53,33461.99,21109.13,10979.76,47637.95,114.23,159253.33,59900.77,16768.00,52868.82,79503.14,57617.38,50672.15
"2012-11-28","risk_neutral",1185817.15,21468.08,0.00,1407549.45,1064420.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1181951.98,0.00,0.00,0.00,0.00,0.00
"2012-12-26","risk_averse",1027448.70,1727.87,0.00,1048344.10,1010779.57,267624.53,142480.11,30412.90,33724.31,20857.12,11688.78,47433.76,122.57,151678.89,61464.87,17240.66,53050.75,77422.77,58364.13,51826.66
"2012-12-26","risk_neutral",1216854.38,20372.43,0.00,1421527.25,1032980.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1212814.52,0.00,0.00,0.00,0.00,0.00
"2013-01-23","risk_averse",1052339.24,1826.23,0.00,1073891.99,1032921.42,266058.83,141462.49,30450.44,36275.87,22367.11,10951.47,49337.73,128.73,159702.95,64161.89,18382.45,56864.68,82242.87,57853.20,54214.77
"2013-01-23","risk_neutral",1269887.41,23512.41,0.00,1497316.51,1091082.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1266031.56,0.00,0.00,0.00,0.00,0.00
"2013-02-20","risk_averse",1052955.06,1929.88,50.00,1071280.99,1030917.59,263941.83,140497.74,28779.61,36507.00,22512.58,10846.61,50507.71,119.37,165634.53,64170.34,18541.90,56942.65,81702.88,55730.87,54420.37
"2013-02-20","risk_neutral",1270089.38,17555.06,0.00,1434679.86,1064960.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1266198.38,0.00,0.00,0.00,0.00,0.00
"2013-03-20","risk_averse",1073884.40,1717.60,0.00,1092952.75,1056485.62,263434.63,141211.39,29455.45,37912.10,22869.07,10502.09,52648.99,114.20,170597.68,64398.61,19182.55,59444.12,88097.46,56674.12,55132.06
"2013-03-20","risk_neutral",1275028.14,18385.83,0.00,1464505.84,1088661.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1270702.64,0.00,0.00,0.00,0.00,0.00
"2013-04-17","risk_averse",1096896.84,1855.90,104.27,1118131.85,1078632.10,267999.42,143577.03,25325.31,36870.19,21916.37,10084.34,106897.08,108.28,176356.33,67839.63,18923.44,58774.90,41624.40,60958.09,57472.72
"2013-04-17","risk_neutral",1342762.99,21105.18,0.00,1572675.81,1185617.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1338600.24,0.00,0.00,0.00,0.00,0.00
"2013-05-15","risk_averse",1128193.12,1674.95,50.00,1143965.79,1111771.43,265970.62,142070.42,25306.53,40056.44,23610.75,10795.02,107015.58,116.37,183792.41,71585.02,20759.98,63673.89,45480.23,64809.73,60967.89
"2013-05-15","risk_neutral",1416347.46,22246.34,0.00,1628076.97,1200852.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1412503.52,0.00,0.00,0.00,0.00,0.00
"2013-06-12","risk_averse",1090252.20,1957.86,0.00,1111259.20,1065897.50,257679.02,139030.78,25250.21,39381.40,23577.97,9668.25,102566.48,108.31,179953.32,65159.53,20677.40,62549.85,44622.26,62608.79,55290.21
"2013-06-12","risk_neutral",1289266.67,22693.42,0.00,1514321.77,1153167.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1285716.85,0.00,0.00,0.00,0.00,0.00
"2013-07-10","risk_averse",1094453.05,1395.46,0.00,1111318.67,1080416.73,251813.16,134709.19,23447.97,40614.08,24022.57,9848.00,104397.83,105.86,184138.28,66909.63,21161.45,64525.04,47534.33,62333.68,56618.69
"2013-07-10","risk_neutral",1326431.83,14309.63,2000.00,1502538.80,1142377.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,320249.54,0.00,0.00,1000000.00,0.00,0.00
"2013-08-07","risk_averse",1094683.73,2032.20,50.00,1111629.62,1078059.45,251328.01,134867.78,23936.08,41246.93,24278.67,10165.89,106476.95,106.63,185954.07,63612.34,21372.16,66032.42,49368.88,59857.62,54001.27
"2013-08-07","risk_neutral",1350470.54,16906.76,608.94,1580910.32,1110186.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1343061.97,0.00,0.00
"2013-09-04","risk_averse",1055462.41,1517.87,0.00,1074570.39,1039983.98,244580.07,130308.31,24968.61,39979.40,24227.45,9999.46,99097.68,115.41,177117.23,59486.50,20600.53,64739.45,50953.61,56792.03,50458.64
"2013-09-04","risk_neutral",1394445.86,15670.75,0.00,1588727.37,1124357.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1386173.96,0.00,0.00
"2013-10-02","risk_averse",1081876.97,2160.03,50.00,1103625.48,1064605.47,250159.25,134854.57,23992.40,41665.15,24497.90,10633.58,100401.17,116.27,178863.84,61540.96,20842.55,66708.15,53032.94,60565.07,52214.14
"2013-10-02","risk_neutral",1451408.66,16439.77,0.00,1702173.90,1253761.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1442741.28,0.00,0.00
"2013-10-30","risk_averse",1113801.59,2172.79,0.00,1137963.01,1096326.14,254040.42,135792.89,24105.04,43018.90,25553.05,10921.51,105044.19,116.46,189948.80,64153.43,21625.57,68813.28,51814.11,62333.68,54665.51
"2013-10-30","risk_neutral",1418250.61,19986.49,0.00,1674720.14,1193064.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1409583.50,0.00,0.00
"2013-11-27","risk_averse",1111313.08,2043.40,0.00,1123880.65,1091212.86,252849.61,134392.01,22772.13,43552.69,25596.07,10681.84,102857.34,124.39,193113.46,60610.96,22402.89,70229.70,56565.77,61901.35,51795.03
"2013-11-27","risk_neutral",1547732.42,19960.46,0.00,1718596.60,1232749.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1538850.81,0.00,0.00
"2013-12-25","risk_averse",1103375.94,2387.25,0.00,1125632.25,1089545.08,251923.42,131471.31,22021.19,44534.06,25745.64,10473.80,102480.29,116.68,189412.71,60484.14,22761.66,71100.34,57343.00,60643.67,51201.96
"2013-12-25","risk_neutral",1569644.79,22001.58,0.00,1784854.90,1256580.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1559994.90,0.00,0.00
"2014-01-22","risk_averse",1114259.37,2131.82,0.00,1133673.17,1099146.97,254569.68,133810.51,22997.41,44994.48,25196.55,10112.63,104343.96,108.55,185037.53,62327.24,22679.09,71483.69,63777.81,57971.11,53076.07
"2014-01-22","risk_neutral",1745957.63,24015.26,0.00,1995819.33,1405378.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1735051.54,0.00,0.00
"2014-02-19","risk_averse",1133819.95,2298.55,0.00,1151421.22,1116226.36,256201.53,134497.74,24105.04,45194.42,25426.02,10056.04,109633.34,110.60,184622.49,64931.25,22482.62,73036.55,66987.64,59700.41,54989.72
"2014-02-19","risk_neutral",1834460.24,27404.17,0.00,2120392.39,1478927.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1822373.91,0.00,0.00
"2014-03-19","risk_averse",1138901.93,2009.46,103.87,1153877.95,1125252.37,255584.07,133982.32,24161.36,46172.12,25614.51,10365.61,109751.84,102.29,137063.87,65024.25,23439.33,126068.41,65168.23,59464.60,55037.17
"2014-03-19","risk_neutral",1784983.35,28451.37,0.00,2078852.80,1439694.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1772877.50,0.00,0.00
"2014-04-16","risk_averse",1146671.07,2166.58,0.00,1172692.69,1120531.47,259024.20,134524.17,23579.38,45077.02,27376.51,11194.46,114211.72,111.03,140700.85,67416.90,22821.45,123825.47,56061.08,62097.86,56753.12
"2014-04-16","risk_neutral",1535583.63,23751.87,0.00,1814931.18,1252481.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1525120.88,0.00,0.00
"2014-05-14","risk_averse",1159958.69,2337.83,50.00,1174247.63,1140818.52,263103.85,137048.40,23579.38,44928.44,27493.29,11505.70,113683.86,110.26,141729.23,69420.64,22644.92,123781.28,57736.66,62805.31,58484.90
"2014-05-14","risk_neutral",1579717.99,30688.13,0.00,1865684.89,1258638.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1570704.25,0.00,0.00
"2014-06-11","risk_averse",1174371.98,2214.18,50.00,1191574.45,1157872.14,261317.62,136136.50,23185.14,46755.44,28650.88,11470.75,114653.40,116.30,144475.78,69640.46,23533.29,128245.05,62538.79,63119.73,58690.50
"2014-06-11","risk_neutral",1710463.47,29144.69,0.00,1996117.59,1351852.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1701344.56,0.00,0.00
"2014-07-09","risk_averse",1188989.89,2572.53,0.00,1210367.06,1168126.93,261714.56,136625.49,24311.54,47133.32,29206.11,11442.45,117044.93,116.99,147009.12,70764.92,23621.56,130543.23,64469.24,63434.14,59726.40
"2014-07-09","risk_neutral",1763875.26,29762.21,0.00,2016414.25,1387727.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1753861.55,0.00,0.00
"2014-08-06","risk_averse",1165420.41,2052.81,0.00,1186970.75,1148284.92,262574.60,137762.05,23860.98,45552.12,27909.20,11364.23,109870.34,123.56,141302.83,69758.82,23063.48,126620.85,62619.54,62097.86,58896.09
"2014-08-06","risk_neutral",1714150.82,28058.06,0.00,2050912.72,1448822.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1703541.35,0.00,0.00
"2014-09-03","risk_averse",1199367.75,2459.54,50.00,1223698.70,1179544.89,262376.13,137220.20,22959.86,47944.09,28462.39,11948.42,116754.07,130.78,147222.32,72244.47,24282.14,133747.42,68365.45,62883.91,60967.89
"2014-09-03","risk_neutral",1870506.21,29475.19,0.00,2125744.00,1470581.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1859856.62,0.00,0.00
"2014-10-01","risk_averse",1170421.11,1497.83,100.00,1190076.31,1152664.28,211516.09,137431.66,22058.74,45220.10,26214.82,10630.25,113737.72,116.15,146595.26,67459.18,73618.71,127891.48,67777.49,60800.88,56768.94
"2014-10-01","risk_neutral",1857487.11,20279.50,0.00,2110398.40,1572445.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1843861.25,0.00,0.00
"2014-10-29","risk_averse",1213526.72,2278.57,0.00,1231038.37,1197124.25,212889.46,139017.56,21777.14,46810.47,25278.50,11409.17,122916.03,122.29,151661.94,73563.39,76352.23,132288.96,74870.92,60565.07,61687.49
"2014-10-29","risk_neutral",2050635.61,25334.80,0.00,2368473.09,1771499.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2036835.45,0.00,0.00
