"Time","Type","Expected Value","CVaR","Trading Cost","LQD","IEF","IAU","MDY","VDE","EZA","IDU","FXI","VDC","RWR","IYF","VO","IBB","EWM","VNQ"
"2013-10-02","risk_neutral",1427203.36,25089.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1390621.03,0.00,0.00
"2013-10-30","risk_averse",1229544.39,5234.94,50.00,7156.63,700041.82,17409.60,0.00,6861.36,0.00,0.00,0.00,239524.76,0.00,0.00,0.00,249350.20,0.00,0.00
"2013-10-30","risk_neutral",1391490.42,33609.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1358661.09,0.00,0.00
"2013-11-27","risk_averse",1248569.59,4865.19,237.28,7123.08,692819.98,0.00,0.00,6872.91,0.00,0.00,0.00,345377.10,0.00,0.00,0.00,186802.32,0.00,0.00
"2013-11-27","risk_neutral",1517883.41,38387.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1483258.52,0.00,0.00
"2013-12-25","risk_averse",1227676.93,7059.49,0.00,7096.99,677763.12,0.00,0.00,6913.07,0.00,0.00,0.00,338758.43,0.00,0.00,0.00,189369.02,0.00,0.00
"2013-12-25","risk_neutral",1538827.65,37136.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1503638.76,0.00,0.00
"2014-01-22","risk_averse",1257147.02,3159.45,264.91,7171.54,740359.23,0.00,0.00,0.00,0.00,0.00,0.00,226860.31,0.00,0.00,0.00,270921.17,0.00,0.00
"2014-01-22","risk_neutral",1721413.78,35063.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1672371.33,0.00,0.00
"2014-02-19","risk_averse",1273040.09,6013.13,50.00,7217.51,744161.56,0.00,0.00,0.00,0.00,0.00,0.00,226351.46,0.00,0.00,0.00,284556.20,0.00,0.00
"2014-02-19","risk_neutral",1803765.39,44115.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1756539.10,0.00,0.00
"2014-03-19","risk_averse",1269118.26,3514.72,50.00,7200.12,741309.81,0.00,0.00,0.00,0.00,0.00,0.00,231715.54,0.00,0.00,0.00,276827.54,0.00,0.00
"2014-03-19","risk_neutral",1759633.86,34849.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1708830.80,0.00,0.00
"2014-04-16","risk_averse",1237256.67,3553.89,161.27,7297.03,744307.81,0.00,0.00,0.00,0.00,0.00,0.00,318497.78,0.00,0.00,0.00,157507.67,0.00,0.00
"2014-04-16","risk_neutral",1504871.05,41743.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1470024.59,0.00,0.00
"2014-05-14","risk_averse",1256121.05,4877.07,257.51,7411.96,758274.09,0.00,0.00,0.00,0.00,0.00,0.00,298534.22,0.00,114898.46,0.00,69608.33,0.00,0.00
"2014-05-14","risk_neutral",1543576.97,46526.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1513961.23,0.00,0.00
"2014-06-11","risk_averse",1266817.46,5590.99,150.84,7361.64,828650.68,0.00,0.00,0.00,0.00,0.00,0.00,304319.46,0.00,43983.98,0.00,75397.87,0.00,0.00
"2014-06-11","risk_neutral",1671203.99,54644.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1639882.04,0.00,0.00
"2014-07-09","risk_averse",1283219.68,1983.22,276.13,7372.82,740635.42,0.00,0.00,0.00,0.00,0.00,0.00,309655.62,0.00,0.00,0.00,212865.87,0.00,0.00
"2014-07-09","risk_neutral",1740089.32,42351.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1690501.81,0.00,0.00
"2014-08-06","risk_averse",1264927.58,7542.57,470.04,7397.05,857760.31,0.00,0.00,0.00,0.00,0.00,0.00,221350.87,0.00,124054.41,0.00,48025.63,0.00,0.00
"2014-08-06","risk_neutral",1666051.97,58131.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1641999.47,0.00,0.00
"2014-09-03","risk_averse",1285185.48,1889.62,150.28,7391.46,854386.54,0.00,0.00,0.00,0.00,0.00,0.00,230623.75,0.00,55469.28,0.00,127572.52,0.00,0.00
"2014-09-03","risk_neutral",1843302.69,46461.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1792667.72,0.00,0.00
"2014-10-01","risk_averse",1281117.39,4775.75,139.88,7367.23,785762.65,0.00,0.00,0.00,0.00,0.00,0.00,229641.46,0.00,123894.24,0.00,126475.35,0.00,0.00
"2014-10-01","risk_neutral",1829038.12,39343.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1777250.20,0.00,0.00
"2014-10-29","risk_averse",1320080.05,1513.13,0.00,7415.06,794830.01,0.00,0.00,0.00,0.00,0.00,0.00,237578.42,0.00,128494.54,0.00,139711.97,0.00,0.00
"2014-10-29","risk_neutral",2025868.62,43638.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1963253.04,0.00,0.00
